id,name_actor,birthday,gender 
3138793,Back Joo-hee                                                                                                                                          ,1976-11-29,1
1255725,Shin Dong-Wook                                                                                                                                        ,1982-09-14,2
1753985,Jeon In-hwa                                                                                                                                           ,1965-10-27,1
1112233,Park Si-hoo                                                                                                                                           ,1978-04-03,2
462584,Jung Won-joong                                                                                                                                        ,1960-09-26,2
1234180,Kim Ji-young                                                                                                                                          ,1938-09-25,1
3087309,Kim Sun-hyuk                                                                                                                                          ,1977-11-25,2
1348788,Jun Tae-Soo                                                                                                                                           ,1984-03-02,2
1436191,Chae Shi-ra                                                                                                                                           ,1968-06-25,1
240082,Jeong In-gi                                                                                                                                           ,1966-09-12,2
587674,Yoo Da-in                                                                                                                                             ,1984-02-09,1
2064247,Kang Chan-hee                                                                                                                                         ,2000-01-17,2
3119619,Kim Bo-jung                                                                                                                                           ,1988-12-14,1
1255723,Lee Soo-kyung                                                                                                                                         ,1982-03-13,1
1376928,Jo Kwon                                                                                                                                               ,1989-08-28,2
1676562,Tae Hang-ho                                                                                                                                           ,1983-07-22,2
63440,Im Ye-jin                                                                                                                                             ,1960-01-24,1
1957630,Koh Woo-ri                                                                                                                                            ,1988-02-22,1
93997,Jin Ji-hee                                                                                                                                            ,1999-03-25,1
1604826,Cha Eun-woo                                                                                                                                           ,1997-03-30,2
1354108,Son Dam-bi                                                                                                                                            ,1983-09-25,1
1963223,Yoo Byung-jae                                                                                                                                         ,1988-05-06,2
3305523,Han Dong-kyu                                                                                                                                          ,1974-04-23,2
1257657,Hwang Chan-sung                                                                                                                                       ,1990-02-11,2
2929020,Lee Ga-ryeong                                                                                                                                         ,1980-10-02,1
1764007,Lee Jin-woo                                                                                                                                           ,1969-01-25,2
2089876,Park Ji-yeon                                                                                                                                          ,1984-08-22,1
3668501,Bang Jae-Min                                                                                                                                          ,1999-03-26,2
938259,Kim San-Ho                                                                                                                                            ,1982-02-12,2
1257669,Uhm Hyo-seop                                                                                                                                          ,1966-10-24,2
126809,Lee Joon-ik                                                                                                                                           ,1959-09-21,2
83033,Jang Mi-Inae                                                                                                                                          ,1984-05-28,1
96633,Oh Ji-hye                                                                                                                                             ,1968-09-03,1
1238647,Kang Nam-Gil                                                                                                                                          ,1958-08-27,2
2955122,Jung Woo-jin                                                                                                                                          ,1996-11-01,2
939138,Song Chang-eui                                                                                                                                        ,1979-01-24,2
87090,Cheon Ho-jin                                                                                                                                          ,1960-09-05,2
144135,Kwon Oh-joong                                                                                                                                         ,1971-11-24,2
3177082,Yeom Ji-young                                                                                                                                         ,1984-07-10,1
2457958,Yoo Jung-ho                                                                                                                                           ,1979-10-10,2
2835108,Kim Da-hyun                                                                                                                                           ,1980-01-01,2
2087239,Kwak Sun-young                                                                                                                                        ,1983-03-29,1
2159490,Ok Joo-ri                                                                                                                                             ,1963-01-01,1
83682,Jung Jae-young                                                                                                                                        ,1970-11-21,2
125074,Shin Yeon-shick                                                                                                                                       ,1976-01-01,2
2285873,Kim Joong-don                                                                                                                                         ,1983-01-28,2
2046478,Ha Si-eun                                                                                                                                             ,1984-04-28,1
2081771,Jo Woo-Ri                                                                                                                                             ,1992-03-29,1
1168323,Kim Joong-ki                                                                                                                                          ,1979-07-22,2
139523,Kim Ki-hyeon                                                                                                                                          ,1945-06-24,2
1257593,Min Hyo-rin                                                                                                                                           ,1986-02-05,1
1252950,Kim Dong-wan                                                                                                                                          ,1979-11-21,2
1256348,Yoo Min-kyu                                                                                                                                           ,1987-09-18,2
1238555,Ha Jae-yeong                                                                                                                                          ,1952-10-19,2
1620172,Kim Bin-woo                                                                                                                                           ,1982-10-05,1
1887382,Kim So-jin                                                                                                                                            ,1979-12-12,1
1678531,Jang Kyoung-up                                                                                                                                        ,1992-07-07,2
2139736,Ahn Seung-gyun                                                                                                                                        ,1994-01-18,2
1246904,Kim Ki-bum                                                                                                                                            ,1987-08-21,2
592257,Lee Yu-ri                                                                                                                                             ,1982-01-28,1
140319,Yoon Da-kyung                                                                                                                                         ,1971-07-10,1
573794,Bae Sung-woo                                                                                                                                          ,1972-11-21,2
2411406,Kim Ho-young                                                                                                                                          ,1983-02-19,2
1678451,Go Bo-gyeol                                                                                                                                           ,1988-05-02,1
2056902,Koo Ja-sung                                                                                                                                           ,1992-09-22,2
2992834,Kim Hyeong-mook                                                                                                                                       ,1974-03-28,2
1623678,Yang Jae-hee                                                                                                                                          ,1975-11-19,1
1257601,Go Kyung-pyo                                                                                                                                          ,1990-06-11,2
3008522,Kim Min-gwi                                                                                                                                           ,1994-09-30,2
1378121,Lee Hwa-Kyum                                                                                                                                          ,1995-01-23,1
1875840,Kim Ji-soo                                                                                                                                            ,1995-01-03,1
1207629,Yeo Jin-goo                                                                                                                                           ,1997-08-13,2
1471616,Moon Jong-won                                                                                                                                         ,1979-12-28,2
2204431,Cha Mi-kyeong                                                                                                                                         ,1965-07-25,1
1348986,Lee Jang-woo                                                                                                                                          ,1986-06-01,2
1294946,Cho Min-soo                                                                                                                                           ,1965-01-29,1
1257551,Park Si-eun                                                                                                                                           ,1980-01-06,1
1248899,Bae Soo-bin                                                                                                                                           ,1976-12-09,2
127849,Choo Ja-hyun                                                                                                                                          ,1979-01-20,1
1574621,Ha Jae-sook                                                                                                                                           ,1979-01-07,1
1627616,Lee Soo-jung                                                                                                                                          ,1983-02-14,1
1496577,Bae Geu-rin                                                                                                                                           ,1989-01-01,1
3595187,Noh Hyo Jeong                                                                                                                                         ,2002-08-31,1
118977,Kim Ji-seok                                                                                                                                           ,1981-04-21,2
2104287,Jeon So-nee                                                                                                                                           ,1991-03-20,1
1245101,Kang Doo                                                                                                                                              ,1979-02-27,2
2063511,Ra Sun Young                                                                                                                                          ,1983-08-24,1
1222431,Kim Kap-soo                                                                                                                                           ,1957-04-07,2
3237854,Lee Eun Jae                                                                                                                                           ,1997-06-17,1
2221371,Lee Seung-wook                                                                                                                                        ,1993-08-12,2
83015,Kang Ji-hwan                                                                                                                                          ,1977-03-20,2
1202785,Yang Jae-Young                                                                                                                                        ,1980-10-08,2
2875353,Kang Hye-jin                                                                                                                                          ,1989-11-20,1
577389,Shin Da-eun                                                                                                                                           ,1987-01-07,1
3435658,Shin Yong-seok                                                                                                                                        ,1996-10-11,2
1234603,Park Min-young                                                                                                                                        ,1986-03-04,1
111411,Ahn Sang-hoon                                                                                                                                         ,1975-01-01,2
565393,Lim Seong-eon                                                                                                                                         ,1983-09-15,1
1235476,Jeong Bo-seok                                                                                                                                         ,1962-05-02,2
127706,Kim Seo-hyung                                                                                                                                         ,1973-10-28,1
3510452,Yoon Jong-bin                                                                                                                                         ,1995-10-26,2
2330965,Bae Yoon-kyung                                                                                                                                        ,1993-01-22,1
1427112,Kim Min                                                                                                                                               ,1973-06-08,1
1350092,Kim Jae-kyung                                                                                                                                         ,1988-12-24,1
1277308,Park In-hwan                                                                                                                                          ,1945-01-06,2
1257606,Jin Yi-han                                                                                                                                            ,1978-10-10,2
1178709,Qri                                                                                                                                                   ,1986-12-12,1
2125166,Nam Seong-hoon                                                                                                                                        ,1945-02-13,2
2858603,Choi Byung-chan                                                                                                                                       ,1997-11-12,2
1239675,Hwang Bo-ra                                                                                                                                           ,1983-10-02,1
1253391,Ji Chang-wook                                                                                                                                         ,1987-07-05,2
2823630,Han Se-jin                                                                                                                                            ,1996-04-03,2
3031122,Kwon Hwa-woon                                                                                                                                         ,1989-07-28,2
1622787,Kim Hyo-jin                                                                                                                                           ,1976-01-03,1
1875636,Yeri                                                                                                                                                  ,1999-05-05,1
2823631,Cheon Seung-Ho                                                                                                                                        ,1996-10-14,2
77282,Lee Seo-jin                                                                                                                                           ,1971-01-30,2
1571552,Han Sang-hyuk                                                                                                                                         ,1995-07-05,2
2220845,Kang Ye-seo                                                                                                                                           ,2005-08-22,1
1707624,Park Joo-Hyung                                                                                                                                        ,1982-07-06,2
2716546,Seo Ye-hwa                                                                                                                                            ,1989-03-08,1
1902848,Kang Yun-sung                                                                                                                                         ,1971-09-06,2
1482876,Lee Sung-kyung                                                                                                                                        ,1990-08-10,1
1755036,Jin Seo-yeon                                                                                                                                          ,1983-01-18,1
3209021,Jang Moon Jung                                                                                                                                        ,1993-12-18,1
1304602,Ahn Seo-hyun                                                                                                                                          ,2004-01-12,1
1512481,Cha Hak-yeon                                                                                                                                          ,1990-06-30,2
1863428,Lee Sang Yi                                                                                                                                           ,1991-11-27,2
1914405,Moon Ji-In                                                                                                                                            ,1986-05-17,1
1747746,Woo Ji-hyeon                                                                                                                                          ,1986-06-03,2
2988501,Seonghwa                                                                                                                                              ,1998-04-03,2
1066219,Jang Seo-won                                                                                                                                          ,1982-11-01,2
3707640,Park Hyun Joon                                                                                                                                        ,1999-07-06,2
1255548,Lee Tae-ran                                                                                                                                           ,1975-03-25,1
1485087,Jung Jin                                                                                                                                              ,1976-08-04,2
2326615,Jeong Ik-han                                                                                                                                          ,1992-04-27,2
3269269,Kwon Hyuk-hyun                                                                                                                                        ,1993-01-22,2
2621980,Ryeoun                                                                                                                                                ,1998-08-26,2
1913660,Lee Hwang-eui                                                                                                                                         ,1967-12-09,2
1254424,Kang Byul                                                                                                                                             ,1990-08-09,1
929574,Joo Won                                                                                                                                               ,1987-09-30,2
1557181,Wi Ha-jun                                                                                                                                             ,1991-08-05,2
3723412,Choi Ki Seob                                                                                                                                          ,1979-10-11,2
2274442,Lee Hwa-ryong                                                                                                                                         ,1975-10-02,2
2228586,Na Chul                                                                                                                                               ,1986-12-24,2
3686777,Kim Jin Ho                                                                                                                                            ,1962-04-04,2
1309296,Kim Seung-hoon                                                                                                                                        ,1976-01-03,2
1627789,Lee Juck                                                                                                                                              ,1974-02-28,2
1574620,Kim Sa-Kwon                                                                                                                                           ,1983-01-05,2
2074114,Yoo Young-jae                                                                                                                                         ,1994-01-24,2
129973,Park Choong-seon                                                                                                                                      ,1964-01-15,2
1624556,Seo Ji-young                                                                                                                                          ,1981-06-02,1
3170670,Nam Hye Ri                                                                                                                                            ,1999-03-03,1
3339723,Han Ye-ji                                                                                                                                             ,2000-06-17,1
2055110,Kim Jung-Woon                                                                                                                                         ,1981-12-03,2
1260409,Kim Byung-man                                                                                                                                         ,1975-07-29,2
2526744,Yang Kyung-won                                                                                                                                        ,1981-04-01,2
1419974,Yu Ji-in                                                                                                                                              ,1956-01-27,1
2449721,Jo Ki-sung                                                                                                                                            ,1991-05-31,2
1622,Chang Chen                                                                                                                                            ,1976-10-14,2
3288635,GREEN                                                                                                                                                 ,1997-01-07,1
3031138,Ha Young                                                                                                                                              ,1993-08-11,1
84783,Lee Ho-jae                                                                                                                                            ,1941-05-02,2
2965849,Anupam Tripathi                                                                                                                                       ,1988-11-02,2
2982887,Song Ji-Woo                                                                                                                                           ,1997-12-15,1
63695,Tomoka Kurotani                                                                                                                                       ,1975-12-01,1
3018598,Yoon Jin-Ho                                                                                                                                           ,1971-07-06,2
1523579,Shin Hye-sun                                                                                                                                          ,1989-08-30,1
1627781,Lee Young-ja                                                                                                                                          ,1968-08-15,1
227430,Jin Se-yeon                                                                                                                                           ,1994-02-15,1
1330449,Jo Jae-ryong                                                                                                                                          ,1976-04-13,2
3489388,Kim So-bin                                                                                                                                            ,1994-11-04,1
1257636,Kim Heung-soo                                                                                                                                         ,1983-05-19,2
1046709,Yoo Gun                                                                                                                                               ,1983-01-21,2
1631370,Taemi                                                                                                                                                 ,1990-04-23,1
1307134,Moon Ji-yoon                                                                                                                                          ,1984-02-18,2
2467107,Hong Gi-jun                                                                                                                                           ,1978-04-13,2
1621351,Kim Sook                                                                                                                                              ,1975-07-06,1
1229530,Yoon Son-ha                                                                                                                                           ,1975-10-23,1
1818072,Pyo Ye-jin                                                                                                                                            ,1992-02-03,1
588209,Lee Hye-young                                                                                                                                         ,1962-11-25,1
1750380,Cho Hyun-chul                                                                                                                                         ,1986-12-24,2
1623679,Kim Wan-ki                                                                                                                                            ,1979-09-19,2
2033111,Bae Hae-sun                                                                                                                                           ,1974-05-08,1
3030266,Eru                                                                                                                                                   ,1983-07-05,2
1604288,Kim Sa-hee                                                                                                                                            ,1983-06-18,1
1599717,Kwon Hae-sung                                                                                                                                         ,1979-05-23,2
3247887,Im Gi-hong                                                                                                                                            ,1975-11-16,2
125734,Lee Ki-young                                                                                                                                          ,1963-08-26,2
1875639,Lim Na-young                                                                                                                                          ,1995-12-18,1
1661283,Park Hye-jin                                                                                                                                          ,1958-09-21,1
1333419,Seo Hyun-jin                                                                                                                                          ,1985-02-27,1
3186347,Ji Won                                                                                                                                                ,2000-09-04,1
1599816,Byung Hun                                                                                                                                             ,1993-11-23,2
2441975,Kim Keum-soon                                                                                                                                         ,1973-08-21,1
1953192,Kim Yae-eun                                                                                                                                           ,1989-02-16,1
2035487,Lee Jeong-yeol                                                                                                                                        ,1969-02-04,2
1493548,Jay Kim                                                                                                                                               ,1983-04-08,2
554945,Kwon Hae-hyo                                                                                                                                          ,1965-11-06,2
138114,Kim Bum                                                                                                                                               ,1989-07-07,2
3251880,Jang Do-yoon                                                                                                                                          ,1995-08-06,2
1122779,Kim Myung-soo                                                                                                                                         ,1966-08-27,2
2120766,Song Won-seok                                                                                                                                         ,1988-11-16,2
1916075,Lee Kyoo-hyung                                                                                                                                        ,1983-11-29,2
1623387,Choi Jae-won                                                                                                                                          ,1969-12-15,2
2252329,Heo Ga-yoon                                                                                                                                           ,1990-05-18,1
116175,Shin Min-a                                                                                                                                            ,1984-04-05,1
1466233,Chae Soo-bin                                                                                                                                          ,1994-07-10,1
1162596,Jin Yong-uk                                                                                                                                           ,1975-05-30,2
1253443,So E Hyun                                                                                                                                             ,1984-08-28,1
1793045,Park Sung-yeon                                                                                                                                        ,1975-06-24,1
3285946,Yang Han-yeol                                                                                                                                         ,2003-08-17,2
138531,Kim Su-ro                                                                                                                                             ,1970-05-07,2
1243895,Lee Hyo-choon                                                                                                                                         ,1950-02-16,1
1318869,Sohn Su-hyun                                                                                                                                          ,1988-02-29,1
2074587,Lomon                                                                                                                                                 ,1999-11-11,2
1330424,Kim Hyun                                                                                                                                              ,1971-03-27,1
1894203,Yang Byeong-yeol                                                                                                                                      ,1993-11-23,2
2068714,Park Chan-hwan                                                                                                                                        ,1957-08-13,2
1123505,Kim Jung-nan                                                                                                                                          ,1971-07-16,1
1100787,Choi Song-hyun                                                                                                                                        ,1982-04-11,1
2680554,Choi Ji-su                                                                                                                                            ,1997-08-25,1
1209179,Han Hye-suk                                                                                                                                           ,1951-08-20,1
2339974,Lee Na-eun                                                                                                                                            ,1999-05-05,1
2580380,Lee Eui-jung                                                                                                                                          ,1975-12-08,1
1261197,Min-seo                                                                                                                                               ,1996-04-09,1
1330446,Lee Yi-kyung                                                                                                                                          ,1989-01-08,2
2141532,Kim Ju-a                                                                                                                                              ,2004-01-04,1
3253279,Z.flat                                                                                                                                                ,2001-08-03,2
2125943,Go Geon-han                                                                                                                                           ,1988-12-20,2
1676281,Kim Sang-ho                                                                                                                                           ,1971-09-27,2
1287905,Han Eun-seon                                                                                                                                          ,1983-02-12,1
2766987,Yang Dae-hyeok                                                                                                                                        ,1987-04-16,2
1638474,Kang Rae-yeon                                                                                                                                         ,1981-03-19,1
992633,Yoo Ji-hyeon                                                                                                                                          ,1987-03-01,1
3103340,Jung Ji-ho                                                                                                                                            ,1980-09-07,2
1467287,Ryohei Otani                                                                                                                                          ,1980-10-01,2
1257610,Lee Sang-yoon                                                                                                                                         ,1981-08-15,2
1991339,Jung-sung Lee                                                                                                                                         ,1963-11-15,2
3510449,Yeo Joo-ha                                                                                                                                            ,1997-02-21,1
3022309,Kim Ji Woong                                                                                                                                          ,1998-12-14,2
1854942,Oh Seung-hoon                                                                                                                                         ,1991-02-11,2
2992404,Kim Min-ki                                                                                                                                            ,2002-11-22,2
2982886,Choi Seung-yoon                                                                                                                                       ,1984-06-30,2
3283561,Jang Yeo-bin                                                                                                                                          ,2000-03-10,1
1871991,Na Hye-mi                                                                                                                                             ,1991-02-24,1
3038410,Kim Shin-rok                                                                                                                                          ,1981-03-24,1
1493885,Kim Min-jae                                                                                                                                           ,1996-11-01,2
3235180,Kang Yeong-seok                                                                                                                                       ,1991-08-12,2
1156197,Park Shin-hye                                                                                                                                         ,1990-02-18,1
1142756,Choi Woong                                                                                                                                            ,1986-12-28,2
1719942,Kim Joo-hyun                                                                                                                                          ,1987-03-10,1
3222123,Ju Hyeon                                                                                                                                              ,1995-05-23,2
73249,Lee Jung-jae                                                                                                                                          ,1973-03-15,2
1296052,Lee Jin-seong                                                                                                                                         ,1976-05-07,2
1295418,Han Gi-joong                                                                                                                                          ,1961-03-13,2
63438,Jang Hyuk                                                                                                                                             ,1976-12-20,2
3126573,Choi Hyun-wook                                                                                                                                        ,2002-01-30,2
96632,Shin Goo                                                                                                                                              ,1936-08-13,2
